timestamp,cpu_percent,arm_mhz,core_mhz,h264_mhz,isp_mhz,v3d_mhz,uart_mhz,pwm_mhz,emmc_mhz,pixel_mhz,vec_mhz,hdmi_mhz,dpi_mhz,arm_temp,core_volt,sdram_c_volt,sdram_i_volt,sdram_p_volt,3V7_WL_SW_A,3V3_SYS_A,1V8_SYS_A,DDR_VDD2_A,DDR_VDDQ_A,1V1_SYS_A,0V8_SW_A,VDD_CORE_A,3V3_DAC_A,3V3_ADC_A,0V8_AON_A,HDMI_A,3V7_WL_SW_V,3V3_SYS_V,1V8_SYS_V,DDR_VDD2_V,DDR_VDDQ_V,1V1_SYS_V,0V8_SW_V,VDD_CORE_V,3V3_DAC_V,3V3_ADC_V,0V8_AON_V,HDMI_V,EXT5V_V,BATT_V,readmr_4,readmr_5,readmr_6,readmr_8,throttle_hex,UV,ArmFreqCap,CurThrottle,SoftTempLimit,UV_occured,ArmFreqCap_occured,Throttle_occured,SoftTempLimit_occured
2026-04-11 12:02:40,0.0,1500,500,,500,500,44,,200,,,648,,45.5,0.7200,0.6000,0.6000,1.1000,0.04977243,0.06929103,0.12491900,0.00292779,0.00000000,0.21080090,0.33279210,1.08053000,0.00054945,0.00054945,0.00409035,0.02747250,3.69977600,3.31931300,1.79926600,1.10292900,0.61611660,1.10256300,0.79926660,0.72043880,3.30127900,3.30311000,0.79794790,4.93924000,4.94058000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:02:42,0.0,1500,500,,500,500,44,,200,,,648,,45.0,0.7200,0.6000,0.6000,1.1000,0.00000000,0.06831510,0.12687090,0.00487965,0.00000000,0.22056020,0.32986440,1.08946000,0.00054945,0.00067155,0.00488400,0.02722830,3.69884800,3.31003300,1.80024200,1.10146400,0.61575030,1.10256300,0.79963290,0.72043880,3.29944700,3.30402600,0.79912020,4.94996000,4.94996000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:02:45,0.2,1500,500,,500,500,44,,200,,,648,,46.6,0.7200,0.6000,0.6000,1.1000,0.05660394,0.06929103,0.12589500,0.00390372,0.00000000,0.21080090,0.33084030,1.08053000,0.00054945,0.00091575,0.00384615,0.02759460,3.69884800,3.31374500,1.79828900,1.10439400,0.61575030,1.10476100,0.79999920,0.72043880,3.29944700,3.30402600,0.79941320,4.94594000,4.94326000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:02:47,0.2,1500,500,,500,500,44,,200,,,648,,46.6,0.7200,0.6000,0.6000,1.1000,0.06245952,0.07612254,0.12784680,0.00683151,0.00000000,0.20787310,0.33084030,1.07160000,0.00042735,0.00091575,0.00384615,0.02783880,3.69884800,3.35550300,1.80610300,1.10622600,0.61575030,1.10073200,0.79999920,0.72017020,3.30127900,3.30402600,0.79853400,4.93522000,4.93522000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:02:49,0.0,1500,500,,500,500,44,,200,,,648,,45.5,0.7200,0.6000,0.6000,1.1000,0.05172429,0.07026696,0.12589500,0.00390372,0.00000000,0.21080090,0.32791250,1.08053000,0.00042735,0.00042735,0.00396825,0.02735040,3.69792000,3.32209700,1.79828900,1.10988900,0.61501770,1.10292900,0.79926660,0.72043880,3.29944700,3.30311000,0.79912020,4.93924000,4.94996000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:02:51,0.2,1500,500,,500,500,44,,200,,,648,,46.6,0.7200,0.6000,0.6000,1.1000,0.00000000,0.07124290,0.12687090,0.00390372,0.00000000,0.21080090,0.33181620,1.09839000,0.00036630,0.00042735,0.00409035,0.02747250,3.70070400,3.31374500,1.79828900,1.10769100,0.61501770,1.10256300,0.79963290,0.72070740,3.29944700,3.30494200,0.79941320,4.94996000,4.96068000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:02:53,0.0,1500,500,,500,500,44,,200,,,648,,45.5,0.7200,0.6000,0.6000,1.1000,0.00000000,0.06929103,0.12491900,0.00487965,0.00000000,0.20787310,0.32986440,1.09839000,0.00054945,0.00091575,0.00421245,0.02771670,3.69884800,3.30539300,1.80024200,1.10732500,0.61611660,1.10219700,0.79963290,0.72070740,3.30219400,3.30402600,0.79941320,4.95532000,4.94996000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:02:55,0.0,1500,500,,500,500,44,,200,,,648,,45.5,0.7200,0.6000,0.6000,1.1000,0.00292779,0.07221882,0.12687090,0.00585558,0.00000000,0.20689720,0.33376810,1.08946000,0.00048840,0.00067155,0.00396825,0.02747250,3.69792000,3.31652900,1.80024200,1.10695900,0.61501770,1.10109800,0.79963290,0.72043880,3.29944700,3.30402600,0.79912020,4.94996000,4.96068000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:02:57,0.0,1500,500,,500,500,44,,200,,,648,,47.2,0.7200,0.6000,0.6000,1.1000,0.00097593,0.08002626,0.12491900,0.00390372,0.00000000,0.21177680,0.32986440,1.09839000,0.00054945,0.00091575,0.00409035,0.02747250,3.69792000,3.32952100,1.79828900,1.10695900,0.61501770,1.10476100,0.79926660,0.72017020,3.29944700,3.30494200,0.79970620,4.95666000,4.95130000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:03:00,0.0,1500,500,,500,500,44,,200,,,648,,47.2,0.7200,0.6000,0.6000,1.1000,0.00000000,0.06929103,0.12589500,0.00878337,0.00000000,0.21080090,0.33181620,1.09839000,0.00054945,0.00091575,0.00409035,0.02759460,3.69884800,3.30632200,1.80024200,1.10439400,0.61575030,1.10146400,0.79926660,0.71963300,3.30219400,3.30402600,0.79912020,4.94996000,4.95130000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:03:02,0.0,1500,500,,500,500,43,,200,,,648,,46.1,0.7200,0.6000,0.6000,1.1000,0.00195186,0.08685777,0.12589500,0.00487965,0.00000000,0.20884900,0.32986440,1.08946000,0.00048840,0.00054945,0.00409035,0.02783880,3.69792000,3.29982600,1.79926600,1.10769100,0.61684920,1.10256300,0.79890030,0.72043880,3.30219400,3.30311000,0.79882700,4.96336000,4.96068000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:03:04,0.0,1500,500,,500,500,44,,200,,,648,,46.6,0.7200,0.6000,0.6000,1.1000,0.00097593,0.07221882,0.12589500,0.00390372,0.00000000,0.20689720,0.33084030,1.09839000,0.00042735,0.00091575,0.00409035,0.02747250,3.69884800,3.30260900,1.79828900,1.10439400,0.61648290,1.10073200,0.79926660,0.72043880,3.30127900,3.30402600,0.79941320,4.96336000,4.96336000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:03:06,0.0,1500,500,,500,500,44,,200,,,648,,46.6,0.7200,0.6000,0.6000,1.1000,0.00000000,0.06929103,0.12589500,0.00390372,0.00000000,0.20689720,0.33181620,1.11625000,0.00054945,0.00091575,0.00384615,0.02783880,3.69792000,3.32952100,1.80024200,1.10805800,0.61465140,1.10146400,0.79890030,0.72017020,3.29944700,3.30494200,0.79912020,4.95264000,4.95800000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:03:08,0.0,1500,500,,500,500,44,,200,,,648,,48.3,0.7200,0.6000,0.6000,1.1000,0.00000000,0.07221882,0.12589500,0.00292779,0.00000000,0.21275270,0.32986440,1.11625000,0.00036630,0.00079365,0.00409035,0.02759460,3.69977600,3.30168200,1.80024200,1.10769100,0.61575030,1.10476100,0.80036550,0.72043880,3.30219400,3.30311000,0.79912020,4.94996000,4.95800000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:03:10,0.0,1500,500,,500,500,44,,200,,,648,,46.1,0.7200,0.6000,0.6000,1.1000,0.00000000,0.07124290,0.12687090,0.00390372,0.00000000,0.20884900,0.33084030,1.08946000,0.00036630,0.00067155,0.00445665,0.02747250,3.69977600,3.29982600,1.79926600,1.10769100,0.61575030,1.10402800,0.79963290,0.72097620,3.30219400,3.30311000,0.79882700,4.95264000,4.94996000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:03:12,0.0,1500,500,,500,500,44,,200,,,648,,46.6,0.7200,0.6000,0.6000,1.1000,0.00000000,0.07319475,0.12589500,0.00292779,0.00000000,0.20884900,0.32888840,1.08946000,0.00036630,0.00067155,0.00409035,0.02722830,3.69977600,3.31096100,1.78852100,1.10732500,0.61428510,1.10146400,0.79926660,0.72043880,3.30036300,3.30402600,0.79882700,4.95130000,4.94996000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:03:14,0.2,1500,500,,500,500,44,,200,,,648,,47.2,0.7200,0.6000,0.6000,1.1000,0.05074836,0.06929103,0.12589500,0.00390372,0.00000000,0.22056020,0.32986440,1.09839000,0.00054945,0.00079365,0.00421245,0.02747250,3.70070400,3.31838500,1.79828900,1.10292900,0.61501770,1.10146400,0.79926660,0.72043880,3.29944700,3.30311000,0.79941320,4.95532000,4.96336000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
